last_name, first_name,player_id,team_id,team,position,age,competitive_runs,hp_to_1b,sprint_speed
La Stella, Tommy,600303,112,CHC,2B,28,52,4.41,26.2
Gordon, Alex,460086,118,KC,LF,33,178,4.50,26.2
Taijeron, Travis,607369,121,NYM,RF,28,16,,26.2
Cabrera, Melky,466320,118,KC,LF,33,314,4.45,26.2
Murphy, Tom,608596,115,COL,C,26,6,,26.2
Moore, Tyler,489138,146,MIA,1B,30,58,4.62,26.1
Santana, Carlos,467793,114,CLE,1B,31,249,4.48,26.1
Mauer, Joe,408045,142,MIN,1B,34,275,4.53,26.1
Selsky, Steve,592731,111,BOS,CF,28,6,,26.1
Pedroia, Dustin,456030,111,BOS,2B,34,201,4.42,26.1
Decker, Jaff,543094,133,OAK,CF,27,16,,26.1
Seager, Kyle,572122,136,SEA,3B,30,185,4.47,26.1
Plawecki, Kevin,608700,121,NYM,C,26,51,4.55,26.1
Hardy, J.J.,429666,110,BAL,SS,35,113,4.62,26.1
Castro, Jason,488771,142,MIN,C,30,146,4.52,26.1
Voit, Luke,572228,138,STL,1B,26,45,4.62,26.1
Sanchez, Gary,596142,147,NYY,C,25,191,4.50,26.1
Panik, Joe,605412,137,SF,2B,27,255,4.44,26.1
Hoskins, Rhys,656555,143,PHI,LF,24,53,4.51,26.1
Ramirez, Hanley,434670,111,BOS,DH,34,200,4.62,26.1
Freese, David,501896,134,PIT,3B,34,194,4.42,26.1
Maile, Luke,571912,141,TOR,C,26,62,4.66,26.0
Adams, Matt,571431,144,ATL,1B,29,116,4.53,26.0
Brantley, Michael,488726,114,CLE,LF,30,158,4.56,26.0
Crawford, Brandon,543063,137,SF,SS,30,218,4.40,26.0
Ruggiano, Justin,448605,137,SF,RF,35,14,,26.0
Sisco, Chance,642082,110,BAL,C,22,6,,26.0
Franco, Maikel,596748,143,PHI,3B,25,236,4.76,26.0
Stewart, Chris,455755,134,PIT,C,35,48,4.62,26.0
Hundley, Nick,460026,137,SF,C,34,116,4.59,26.0
Nava, Daniel,537953,143,PHI,LF,34,77,4.66,25.9
Cozart, Zack,446359,113,CIN,SS,32,187,4.45,26.0
Ethier, Andre,444843,119,LAD,LF,35,17,4.40,25.9
Phillips, Brandon,408252,108,LAA,2B,36,280,4.58,25.9
Holliday, Matt,407812,147,NYY,DH,37,134,4.59,25.9
Peralta, Jhonny,425509,138,STL,3B,35,17,4.66,25.9
Markakis, Nick,455976,144,ATL,RF,34,270,4.48,25.9
Prado, Martin,445988,146,MIA,3B,34,67,4.59,25.9
Joseph, Caleb,543376,110,BAL,C,31,91,4.63,25.9
Winker, Jesse,608385,113,CIN,RF,24,54,4.53,25.9
Cron, C.J.,543068,108,LAA,1B,27,94,4.63,25.9
McMahon, Ryan,641857,115,COL,1B,23,14,,25.8
Iannetta, Chris,455104,109,ARI,C,34,97,4.67,25.8
Vazquez, Christian,543877,111,BOS,C,27,157,4.50,25.8
Flowers, Tyler,452095,144,ATL,C,31,120,4.52,25.8
Suzuki, Kurt,435559,144,ATL,C,34,89,4.65,25.8
Mathis, Jeff,425772,109,ARI,C,34,70,4.61,25.8
Davis, Taylor,543089,112,CHC,3B,28,8,,25.8
Kelly, Carson,608348,138,STL,C,23,33,4.72,25.8
Pina, Manny,444489,158,MIL,C,30,106,4.62,25.8
Rizzo, Anthony,519203,112,CHC,1B,28,253,4.58,25.7
Centeno, Juan,518542,117,HOU,C,28,17,,25.7
Shaw, Travis,543768,158,MIL,3B,27,187,4.51,25.7
Moreland, Mitch,519048,111,BOS,1B,32,222,4.36,25.7
Arenado, Nolan,571448,115,COL,3B,26,228,4.57,25.7
Colon, Christian,518568,146,MIA,3B,28,28,4.63,25.7
Mesoraco, Devin,519023,113,CIN,C,29,56,4.51,25.7
Flores, Wilmer,527038,121,NYM,3B,26,133,4.56,25.7
Janish, Paul,457926,110,BAL,SS,35,10,,25.7
Ohlman, Mike,572000,141,TOR,C,27,6,,25.6
Werth, Jayson,150029,120,WSH,LF,38,90,4.60,25.6
Duda, Lucas,446263,139,TB,1B,31,122,4.68,25.6
Cuthbert, Cheslor,596144,118,KC,3B,25,54,4.66,25.6
Tulowitzki, Troy,453064,141,TOR,SS,33,107,4.56,25.6
Ruiz, Carlos,434563,136,SEA,C,38,46,4.58,25.6
Perez, Salvador,521692,118,KC,C,27,140,4.72,25.6
Drew, Stephen,452220,120,WSH,SS,34,34,4.59,25.6
Vogt, Stephen,519390,158,MIL,C,33,104,4.55,25.6
Gillaspie, Conor,543216,137,SF,3B,30,42,4.56,25.5
Davidson, Matt,571602,145,CWS,DH,26,118,4.64,25.5
Holaday, Bryan,592407,116,DET,C,30,14,,25.5
Bautista, Jose,430832,141,TOR,RF,37,202,4.75,25.5
Martin, Russell,431145,141,TOR,C,34,120,4.71,25.5
Soto, Geovany,434567,145,CWS,C,34,12,,25.5
Turner, Justin,457759,119,LAD,3B,33,198,4.67,25.5
Cruz, Nelson,443558,136,SEA,DH,37,195,4.70,25.5
Turner, Stuart,642156,113,CIN,C,26,27,4.79,25.5
Calhoun, Willie,641432,140,TEX,LF,23,14,4.70,25.4
Caratini, Victor,605170,112,CHC,C,24,33,4.64,25.4
Smith, Dominic,642086,121,NYM,1B,22,53,4.58,25.4
Escobar, Yunel,488862,108,LAA,3B,35,192,4.66,25.4
Choi, Ji-Man,596847,147,NYY,1B,26,8,,25.4
Beltran, Carlos,136860,117,HOU,DH,40,185,4.47,25.3
Sandoval, Pablo,467055,137,SF,3B,31,100,4.52,25.3
Marrero, Chris,502029,137,SF,LF,29,10,,25.3
Stallings, Jacob,607732,134,PIT,C,28,9,,25.3
Joseph, Tommy,571830,143,PHI,1B,26,172,4.86,25.3
Butera, Drew,460077,118,KC,C,34,59,4.65,25.3
Cervelli, Francisco,465041,134,PIT,C,31,119,4.62,25.3
Headley, Chase,452104,147,NYY,3B,33,219,4.69,25.3
Barnhart, Tucker,571466,113,CIN,C,26,161,4.59,25.3
Narvaez, Omar,553882,145,CWS,C,25,112,4.69,25.3
Beckham, Gordon,493596,136,SEA,SS,31,9,,25.2
Segedin, Rob,574847,119,LAD,1B,29,10,,25.2
Cabrera, Asdrubal,452678,121,NYM,SS,32,189,4.65,25.2
Napoli, Mike,435063,140,TEX,1B,36,103,4.75,25.2
Lucroy, Jonathan,518960,115,COL,C,31,227,4.69,25.2
Vargas, Kennys,573627,142,MIN,DH,27,99,4.70,25.2
Higashioka, Kyle,543309,147,NYY,C,27,6,,25.2
Navarro, Efren,519068,116,DET,1B,31,25,,25.1
Gyorko, Jedd,576397,138,STL,3B,29,163,4.57,25.1
Bird, Greg,595885,147,NYY,1B,25,54,4.67,25.1
Davis, Chris,448801,110,BAL,1B,31,110,4.67,25.1
Avila, Alex,488671,112,CHC,C,30,89,4.75,25.0
Rupp, Cameron,519237,143,PHI,C,29,111,4.83,25.0
Gimenez, Chris,460269,142,MIN,C,35,63,4.75,24.9
Hanigan, Ryan,452672,115,COL,C,37,46,4.82,24.9
Rivera, Rene,425784,112,CHC,C,34,57,4.84,24.9
Lopez, Raffy,607257,141,TOR,C,30,14,,24.9
Lind, Adam,452252,120,WSH,1B,34,110,4.62,24.9
Castillo, Welington,456078,110,BAL,C,30,107,4.66,24.9
Cabrera, Miguel,408234,116,DET,1B,34,158,4.87,24.9
Votto, Joey,458015,113,CIN,1B,34,223,4.77,24.9
Nicholas, Brett,592592,140,TEX,C,29,29,,24.9
Kemp, Matt,461314,144,ATL,LF,33,178,4.69,24.9
Perez, Roberto,547379,114,CLE,C,29,85,4.78,24.9
Reynolds, Mark,448602,115,COL,1B,34,176,4.74,24.8
Maldonado, Martin,455117,108,LAA,C,31,144,4.85,24.8
Wieters, Matt,446308,120,WSH,C,31,173,4.71,24.8
Chirinos, Robinson,455139,140,TEX,C,33,78,4.76,24.7
Gutierrez, Franklin,429711,119,LAD,LF,34,29,4.87,24.7
Solarte, Yangervis,500208,135,SD,2B,30,191,4.74,24.7
Posey, Buster,457763,137,SF,C,30,214,4.70,24.7
Alonso, Yonder,475174,136,SEA,1B,30,130,4.88,24.6
Freitas, David,571679,144,ATL,C,28,10,,24.6
Moran, Colin,592567,117,HOU,3B,25,7,,24.5
Aguilar, Jesus,542583,158,MIL,1B,27,90,4.76,24.6
Encarnacion, Edwin,429665,114,CLE,DH,34,180,4.75,24.5
Gallagher, Cam,595956,118,KC,C,25,12,,24.3
Olson, Matt,621566,133,OAK,1B,23,45,4.72,24.3
Verdugo, Alex,657077,119,LAD,CF,21,8,,24.3
Sucre, Jesus,491696,139,TB,C,29,57,4.79,24.3
Beltre, Adrian,134181,140,TEX,3B,38,149,4.72,24.3
Cano, Robinson,429664,136,SEA,2B,35,253,4.61,24.2
Brantly, Rob,542963,145,CWS,C,28,5,,24.2
Bour, Justin,571506,146,MIA,1B,29,146,4.64,24.2
Smoak, Justin,475253,141,TOR,1B,31,175,4.87,24.1
Ellis, A.J.,454560,146,MIA,C,36,58,4.87,24.1
Pena, Francisco,506747,110,BAL,C,28,5,,24.1
Grandal, Yasmani,518735,119,LAD,C,29,159,4.86,24.0
Moustakas, Mike,519058,118,KC,3B,29,170,4.81,24.0
Leon, Sandy,506702,111,BOS,C,28,96,4.72,23.9
Morse, Michael,434604,137,SF,1B,35,11,,23.9
Bandy, Jett,542908,158,MIL,C,27,49,4.93,23.9
Vogelbach, Daniel,596129,136,SEA,1B,25,8,,23.9
Maxwell, Bruce,622194,133,OAK,C,27,84,4.88,23.8
Gosewisch, Tuffy,488912,136,SEA,C,34,7,,23.8
Molina, Yadier,425877,138,STL,C,35,177,4.81,23.8
Lobaton, Jose,446653,120,WSH,C,33,52,4.79,23.7
Perez, Carlos,542208,108,LAA,C,27,6,,23.7
Valbuena, Luis,472528,108,LAA,3B,32,87,4.94,23.7
Gonzalez, Adrian,408236,119,LAD,1B,35,85,4.88,23.7
Morales, Kendrys,434778,141,TOR,DH,34,194,4.93,23.5
Montero, Miguel,471083,141,TOR,C,34,63,4.91,23.3
Sanchez, Hector,516949,135,SD,C,28,34,,23.1
Graterol, Juan,492802,108,LAA,C,28,43,5.07,22.9
McCann, Brian,435263,117,HOU,C,33,139,5.03,22.8
Ramos, Wilson,467092,139,TB,C,30,86,4.87,22.8
Martinez, Victor,400121,116,DET,DH,39,131,4.91,22.6
Pujols, Albert,405395,108,LAA,DH,37,201,5.11,21.8
